year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified,rank
1988,HAWAII,HI,15,95,82,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,1999,354461,20210113,,LIBERTARIAN,3.0
1988,HAWAII,HI,15,95,82,US PRESIDENT,"FULANI, LENORA",NO PARTY AFFILIATION,False,1003,354461,20210113,,OTHER,4.0
1988,HAWAII,HI,15,95,82,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,False,470,354461,20210113,,OTHER,5.0
1988,IDAHO,ID,16,82,63,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,253881,408968,20210113,,REPUBLICAN,1.0
1988,IDAHO,ID,16,82,63,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,147272,408968,20210113,,DEMOCRAT,2.0
1988,IDAHO,ID,16,82,63,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,5313,408968,20210113,,LIBERTARIAN,3.0
1988,IDAHO,ID,16,82,63,US PRESIDENT,"FULANI, LENORA",INDEPENDENT,False,2502,408968,20210113,,OTHER,4.0
1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2310939,4559120,20210113,,REPUBLICAN,1.0
1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,2215940,4559120,20210113,,DEMOCRAT,2.0
1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,14944,4559120,20210113,,LIBERTARIAN,3.0
1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"FULANI, LENORA",SOLIDARITY,False,10276,4559120,20210113,,OTHER,4.0
1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"WINN, EDWARD",INDEPENDENT,False,7021,4559120,20210113,,OTHER,5.0
1988,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1297763,2168621,20210113,,REPUBLICAN,1.0
1988,INDIANA,IN,18,32,22,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,860643,2168621,20210113,,DEMOCRAT,2.0
1988,INDIANA,IN,18,32,22,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,10215,2168621,20210113,,OTHER,3.0
1988,IOWA,IA,19,42,31,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,670557,1225614,20210113,,DEMOCRAT,1.0
1988,IOWA,IA,19,42,31,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,545355,1225614,20210113,,REPUBLICAN,2.0
1988,IOWA,IA,19,42,31,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NOMINATED BY PETITION,False,3526,1225614,20210113,,OTHER,3.0
1988,IOWA,IA,19,42,31,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,2494,1225614,20210113,,LIBERTARIAN,4.0
1988,IOWA,IA,19,42,31,US PRESIDENT,SCATTERING,,False,1613,1225614,20210113,,OTHER,5.0
1988,IOWA,IA,19,42,31,US PRESIDENT,"DUKE, DAVID",PATRIOTIC PARTY,False,755,1225614,20210113,,OTHER,6.0
1988,IOWA,IA,19,42,31,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,540,1225614,20210113,,OTHER,7.0
1988,IOWA,IA,19,42,31,US PRESIDENT,"KENOYER, WILLA",SOCIALIST,False,334,1225614,20210113,,OTHER,8.0
1988,IOWA,IA,19,42,31,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,False,235,1225614,20210113,,OTHER,9.0
1988,IOWA,IA,19,42,31,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,205,1225614,20210113,,OTHER,10.0
1988,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,554049,993044,20210113,,REPUBLICAN,1.0
1988,KANSAS,KS,20,47,32,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,422636,993044,20210113,,DEMOCRAT,2.0
1988,KANSAS,KS,20,47,32,US PRESIDENT,,INDEPENDENT,False,16359,993044,20210113,,OTHER,3.0
1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,734281,1322517,20210113,,REPUBLICAN,1.0
1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,580368,1322517,20210113,,DEMOCRAT,2.0
1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"DUKE, DAVID",POPULIST,False,4494,1322517,20210113,,OTHER,3.0
1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,2118,1322517,20210113,,LIBERTARIAN,4.0
1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,1256,1322517,20210113,,OTHER,5.0
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,883702,1628202,20210113,,REPUBLICAN,1.0
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,717460,1628202,20210113,,DEMOCRAT,2.0
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"DUKE, DAVID",POPULIST,False,18612,1628202,20210113,,OTHER,3.0
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,4115,1628202,20210113,,LIBERTARIAN,4.0
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,2355,1628202,20210113,,OTHER,5.0
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,False,1958,1628202,20210113,,OTHER,6.0
1988,MAINE,ME,23,11,2,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,307131,555035,20210113,,REPUBLICAN,1.0
1988,MAINE,ME,23,11,2,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,243569,555035,20210113,,DEMOCRAT,2.0
1988,MAINE,ME,23,11,2,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,2700,555035,20210113,,LIBERTARIAN,3.0
1988,MAINE,ME,23,11,2,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,1405,555035,20210113,,OTHER,4.0
1988,MAINE,ME,23,11,2,US PRESIDENT,,OTHER,False,230,555035,20210113,,OTHER,5.0
1988,MARYLAND,MD,24,52,52,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,876167,1714358,20210113,,REPUBLICAN,1.0
1988,MARYLAND,MD,24,52,52,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,826304,1714358,20210113,,DEMOCRAT,2.0
1988,MARYLAND,MD,24,52,52,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,6748,1714358,20210113,,LIBERTARIAN,3.0
1988,MARYLAND,MD,24,52,52,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,5115,1714358,20210113,,OTHER,4.0
1988,MARYLAND,MD,24,52,52,US PRESIDENT,,,True,24,1714358,20210113,,OTHER,5.0
1988,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1401415,2632801,20210113,,DEMOCRAT,1.0
1988,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1194635,2632801,20210113,,REPUBLICAN,2.0
1988,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,24251,2632801,20210113,,LIBERTARIAN,3.0
1988,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,9561,2632801,20210113,,OTHER,4.0
1988,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,,OTHER,False,2939,2632801,20210113,,OTHER,5.0
1988,MICHIGAN,MI,26,34,23,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1965486,3669163,20210113,,REPUBLICAN,1.0
1988,MICHIGAN,MI,26,34,23,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1675783,3669163,20210113,,DEMOCRAT,2.0
1988,MICHIGAN,MI,26,34,23,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,18336,3669163,20210113,,LIBERTARIAN,3.0
1988,MICHIGAN,MI,26,34,23,US PRESIDENT,,OTHER,False,7600,3669163,20210113,,OTHER,4.0
1988,MICHIGAN,MI,26,34,23,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,False,1958,3669163,20210113,,OTHER,5.0
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1109471,2096790,20210113,,DEMOCRAT,1.0
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,962337,2096790,20210113,,REPUBLICAN,2.0
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",PROGRESSIVE,False,5403,2096790,20210113,,OTHER,3.0
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,5109,2096790,20210113,,LIBERTARIAN,4.0
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,,,True,3614,2096790,20210113,,OTHER,5.0
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,2155,2096790,20210113,,OTHER,6.0
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"HERER, JACK",GRASSROOTS,False,1949,2096790,20210113,,OTHER,7.0
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,1734,2096790,20210113,,OTHER,8.0
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,False,1702,2096790,20210113,,OTHER,9.0
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"DUKE, DAVID",POPULIST,False,1529,2096790,20210113,,OTHER,10.0
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"DENNIS, DELMAR",AMERICAN,False,1298,2096790,20210113,,OTHER,11.0
1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,False,489,2096790,20210113,,OTHER,12.0
1988,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,557890,931527,20210113,,REPUBLICAN,1.0
1988,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,363921,931527,20210113,,DEMOCRAT,2.0
1988,MISSISSIPPI,MS,28,64,46,US PRESIDENT,,INDEPENDENT,False,6387,931527,20210113,,OTHER,3.0
1988,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,3329,931527,20210113,,LIBERTARIAN,4.0
1988,MISSOURI,MO,29,43,34,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1084953,2093228,20210113,,REPUBLICAN,1.0
1988,MISSOURI,MO,29,43,34,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1001619,2093228,20210113,,DEMOCRAT,2.0
1988,MISSOURI,MO,29,43,34,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,6656,2093228,20210113,,OTHER,3.0
1988,MONTANA,MT,30,81,64,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,190412,365674,20210113,,REPUBLICAN,1.0
1988,MONTANA,MT,30,81,64,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,168936,365674,20210113,,DEMOCRAT,2.0
1988,MONTANA,MT,30,81,64,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,5047,365674,20210113,,LIBERTARIAN,3.0
1988,MONTANA,MT,30,81,64,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,1279,365674,20210113,,OTHER,4.0
1988,NEBRASKA,NE,31,46,35,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,397956,661465,20210113,,REPUBLICAN,1.0
1988,NEBRASKA,NE,31,46,35,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,259235,661465,20210113,,DEMOCRAT,2.0
1988,NEBRASKA,NE,31,46,35,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,2534,661465,20210113,,LIBERTARIAN,3.0
1988,NEBRASKA,NE,31,46,35,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,1740,661465,20210113,,OTHER,4.0
1988,NEVADA,NV,32,88,65,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,206040,343133,20210113,,REPUBLICAN,1.0
1988,NEVADA,NV,32,88,65,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,132738,343133,20210113,,DEMOCRAT,2.0
1988,NEVADA,NV,32,88,65,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,3520,343133,20210113,,LIBERTARIAN,3.0
1988,NEVADA,NV,32,88,65,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,835,343133,20210113,,OTHER,4.0
1988,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,281537,450525,20210113,,REPUBLICAN,1.0
1988,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,163696,450525,20210113,,DEMOCRAT,2.0
1988,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,4502,450525,20210113,,LIBERTARIAN,3.0
1988,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,790,450525,20210113,,OTHER,4.0
1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1743192,3099553,20210113,,REPUBLICAN,1.0
1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1320352,3099553,20210113,,DEMOCRAT,2.0
1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"HERBERG G., LEWIN",PEACE & FREEDOM,False,9953,3099553,20210113,,OTHER,3.0
1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,8421,3099553,20210113,,LIBERTARIAN,4.0
1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,5139,3099553,20210113,,OTHER,5.0
1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",CONSUMER,False,3454,3099553,20210113,,OTHER,6.0
1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"KENOYER, WILLA",SOCIALIST,False,2587,3099553,20210113,,OTHER,7.0
1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"DUKE, DAVID",POPULIST,False,2446,3099553,20210113,,OTHER,8.0
1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,2298,3099553,20210113,,OTHER,9.0
1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,False,1020,3099553,20210113,,OTHER,10.0
1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,False,691,3099553,20210113,,OTHER,11.0
1988,NEW MEXICO,NM,35,85,66,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,270341,521387,20210113,,REPUBLICAN,1.0
1988,NEW MEXICO,NM,35,85,66,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,244497,521387,20210113,,DEMOCRAT,2.0
1988,NEW MEXICO,NM,35,85,66,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,3368,521387,20210113,,LIBERTARIAN,3.0
1988,NEW MEXICO,NM,35,85,66,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,2237,521387,20210113,,OTHER,4.0
1988,NEW MEXICO,NM,35,85,66,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,344,521387,20210113,,OTHER,5.0
1988,NEW MEXICO,NM,35,85,66,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,False,258,521387,20210113,,OTHER,6.0
1988,NEW MEXICO,NM,35,85,66,US PRESIDENT,"DODGE, EARL",PROHIBITION,False,249,521387,20210113,,OTHER,7.0
1988,NEW MEXICO,NM,35,85,66,US PRESIDENT,,WRITE-IN,True,93,521387,20210113,,OTHER,8.0
1988,NEW YORK,NY,36,21,13,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,3255487,6485683,20210113,,DEMOCRAT,1.0
1988,NEW YORK,NY,36,21,13,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2838414,6485683,20210113,,REPUBLICAN,2.0
1988,NEW YORK,NY,36,21,13,US PRESIDENT,"BUSH, GEORGE H.W.",CONSERVATIVE,False,243457,6485683,20210113,,OTHER,3.0
1988,NEW YORK,NY,36,21,13,US PRESIDENT,"DUKAKIS, MICHAEL",LIBERAL PARTY,False,92395,6485683,20210113,,OTHER,4.0
1988,NEW YORK,NY,36,21,13,US PRESIDENT,"MARRA, WILLIAM A.",RIGHT-TO-LIFE,False,20497,6485683,20210113,,OTHER,5.0
1988,NEW YORK,NY,36,21,13,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,15845,6485683,20210113,,OTHER,6.0
1988,NEW YORK,NY,36,21,13,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,12109,6485683,20210113,,LIBERTARIAN,7.0
1988,NEW YORK,NY,36,21,13,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,False,4179,6485683,20210113,,OTHER,8.0
1988,NEW YORK,NY,36,21,13,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,3287,6485683,20210113,,OTHER,9.0
1988,NEW YORK,NY,36,21,13,US PRESIDENT,,OTHER,False,13,6485683,20210113,,OTHER,10.0
1988,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1237258,2134370,20210113,,REPUBLICAN,1.0
1988,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,890167,2134370,20210113,,DEMOCRAT,2.0
1988,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,5682,2134370,20210113,,OTHER,3.0
1988,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"PAUL, RONALD """"RON""""",,True,1263,2134370,20210113,,OTHER,4.0
1988,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,166559,297261,20210113,,REPUBLICAN,1.0
1988,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,127739,297261,20210113,,DEMOCRAT,2.0
1988,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,1315,297261,20210113,,LIBERTARIAN,3.0
1988,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,False,905,297261,20210113,,OTHER,4.0
1988,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,396,297261,20210113,,OTHER,5.0
1988,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,347,297261,20210113,,OTHER,6.0
1988,OHIO,OH,39,31,24,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2416549,4393585,20210113,,REPUBLICAN,1.0
1988,OHIO,OH,39,31,24,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1939629,4393585,20210113,,DEMOCRAT,2.0
1988,OHIO,OH,39,31,24,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,12017,4393585,20210113,,OTHER,3.0
1988,OHIO,OH,39,31,24,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,11926,4393585,20210113,,LIBERTARIAN,4.0
1988,OHIO,OH,39,31,24,US PRESIDENT,,INDEPENDENT,False,7713,4393585,20210113,,OTHER,5.0
1988,OHIO,OH,39,31,24,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,False,5401,4393585,20210113,,OTHER,6.0
1988,OHIO,OH,39,31,24,US PRESIDENT,,,True,350,4393585,20210113,,OTHER,7.0
1988,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,678367,1171036,20210113,,REPUBLICAN,1.0
1988,OKLAHOMA,OK,40,73,53,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,483423,1171036,20210113,,DEMOCRAT,2.0
1988,OKLAHOMA,OK,40,73,53,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,6261,1171036,20210113,,LIBERTARIAN,3.0
1988,OKLAHOMA,OK,40,73,53,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,2985,1171036,20210113,,OTHER,4.0
1988,OREGON,OR,41,92,72,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,616206,1201694,20210113,,DEMOCRAT,1.0
1988,OREGON,OR,41,92,72,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,560126,1201694,20210113,,REPUBLICAN,2.0
1988,OREGON,OR,41,92,72,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,14811,1201694,20210113,,LIBERTARIAN,3.0
1988,OREGON,OR,41,92,72,US PRESIDENT,"FULANI, LENORA",INDEPENDENT,False,6487,1201694,20210113,,OTHER,4.0
1988,OREGON,OR,41,92,72,US PRESIDENT,,OTHER,False,4064,1201694,20210113,,OTHER,5.0
1988,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2300087,4536251,20210113,,REPUBLICAN,1.0
1988,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,2194944,4536251,20210113,,DEMOCRAT,2.0
1988,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",CONSUMER,False,19158,4536251,20210113,,OTHER,3.0
1988,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,12051,4536251,20210113,,LIBERTARIAN,4.0
1988,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,4379,4536251,20210113,,OTHER,5.0
1988,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"DUKE, DAVID",POPULIST,False,3444,4536251,20210113,,OTHER,6.0
1988,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,False,2188,4536251,20210113,,OTHER,7.0
1988,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,225123,404622,20210113,,DEMOCRAT,1.0
1988,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,177761,404622,20210113,,REPUBLICAN,2.0
1988,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,825,404622,20210113,,LIBERTARIAN,3.0
1988,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,280,404622,20210113,,OTHER,4.0
1988,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"HERBERG G., LEWIN",PEACE & FREEDOM,False,195,404622,20210113,,OTHER,5.0
1988,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"DUKE, DAVID",POPULIST,False,159,404622,20210113,,OTHER,6.0
1988,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,130,404622,20210113,,OTHER,7.0
1988,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"KENOYER, WILLA",SOCIALIST,False,96,404622,20210113,,OTHER,8.0
1988,RHODE ISLAND,RI,44,15,5,US PRESIDENT,,,True,53,404622,20210113,,OTHER,9.0
1988,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,606443,986009,20210113,,REPUBLICAN,1.0
1988,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,370554,986009,20210113,,DEMOCRAT,2.0
1988,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,4935,986009,20210113,,LIBERTARIAN,3.0
1988,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"FULANI, LENORA",UNITED CITIZENS,False,4077,986009,20210113,,OTHER,4.0
1988,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,165415,312991,20210113,,REPUBLICAN,1.0
1988,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,145560,312991,20210113,,DEMOCRAT,2.0
1988,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,,INDEPENDENT,False,2016,312991,20210113,,OTHER,3.0
1988,TENNESSEE,TN,47,62,54,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,947233,1636250,20210113,,REPUBLICAN,1.0
1988,TENNESSEE,TN,47,62,54,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,679794,1636250,20210113,,DEMOCRAT,2.0
1988,TENNESSEE,TN,47,62,54,US PRESIDENT,,INDEPENDENT,False,8938,1636250,20210113,,OTHER,3.0
1988,TENNESSEE,TN,47,62,54,US PRESIDENT,,,True,285,1636250,20210113,,OTHER,4.0
1988,TEXAS,TX,48,74,49,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,3036829,5427410,20210113,,REPUBLICAN,1.0
1988,TEXAS,TX,48,74,49,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,2352748,5427410,20210113,,DEMOCRAT,2.0
1988,TEXAS,TX,48,74,49,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,30355,5427410,20210113,,LIBERTARIAN,3.0
1988,TEXAS,TX,48,74,49,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,False,7208,5427410,20210113,,OTHER,4.0
1988,TEXAS,TX,48,74,49,US PRESIDENT,,,True,270,5427410,20210113,,OTHER,5.0
